Data;Godzina;Zapotrzebowanie;Wiatr;PV;Rezerwa;Data_godzina;RCE
2023-10-14;16;15777;5320;2492;1761;2023-10-14 16:00:00;70,09
2023-10-14;17;15978;5410;1338;1684;2023-10-14 17:00:00;231,46
2023-10-14;18;16664;5232;294;1635;2023-10-14 18:00:00;324,43
2023-10-14;19;17549;4636;0;1715;2023-10-14 19:00:00;428,49
2023-10-14;20;17692;4707;0;1708;2023-10-14 20:00:00;445,47
2023-10-14;21;17114;5220;0;1641;2023-10-14 21:00:00;397,49
2023-10-14;22;15894;5698;0;1559;2023-10-14 22:00:00;350,3
2023-10-14;23;15075;5413;0;1575;2023-10-14 23:00:00;220,76
2023-10-14;24;14081;5585;0;1504;2023-10-15 00:00:00;119,58
2023-10-15;1;12939;6122;0;1376;2023-10-15 01:00:00;29,49
2023-10-15;2;12474;6347;0;1347;2023-10-15 02:00:00;0,37
2023-10-15;3;12162;6431;0;1334;2023-10-15 03:00:00;-3,84
2023-10-15;4;11917;6645;0;1329;2023-10-15 04:00:00;1,22
2023-10-15;5;11874;6786;0;1319;2023-10-15 05:00:00;-4,23
2023-10-15;6;12089;6796;0;1390;2023-10-15 06:00:00;6,06
2023-10-15;7;12589;6893;0;1460;2023-10-15 07:00:00;4,75
2023-10-15;8;13288;6618;532;1549;2023-10-15 08:00:00;0,34
2023-10-15;9;12937;6378;2548;1629;2023-10-15 09:00:00;1,33
2023-10-15;10;12801;6579;4397;1715;2023-10-15 10:00:00;-6,76
2023-10-15;11;13260;6677;5053;1817;2023-10-15 11:00:00;-16,51
2023-10-15;12;13660;5709;5441;1883;2023-10-15 12:00:00;-25,14
2023-10-15;13;13957;6355;4793;1877;2023-10-15 13:00:00;-29,59
2023-10-15;14;14093;6377;4233;1859;2023-10-15 14:00:00;-19,31
2023-10-15;15;14341;6400;3598;1826;2023-10-15 15:00:00;-18,14
2023-10-15;16;14400;6072;2472;1728;2023-10-15 16:00:00;-14,12
2023-10-15;17;14363;6200;1306;1634;2023-10-15 17:00:00;-0,47
2023-10-15;18;15049;5863;275;1632;2023-10-15 18:00:00;186,31
2023-10-15;19;16307;5224;0;1779;2023-10-15 19:00:00;361,37
2023-10-15;20;16791;5314;0;1802;2023-10-15 20:00:00;418,86
2023-10-15;21;16235;5842;0;1766;2023-10-15 21:00:00;359,71
2023-10-15;22;15389;6022;0;1723;2023-10-15 22:00:00;363,74
2023-10-15;23;14772;5961;0;1713;2023-10-15 23:00:00;306,87
2023-10-15;24;14230;5960;0;1655;2023-10-16 00:00:00;201,79
2023-10-16;1;13634;5925;0;1556;2023-10-16 01:00:00;297,01
2023-10-16;2;13574;5808;0;1578;2023-10-16 02:00:00;257,05
2023-10-16;3;13605;5545;0;1596;2023-10-16 03:00:00;260,14
2023-10-16;4;13668;5299;0;1551;2023-10-16 04:00:00;243,21
2023-10-16;5;14130;5274;0;1642;2023-10-16 05:00:00;310,76
2023-10-16;6;14855;5169;0;1694;2023-10-16 06:00:00;453,18
2023-10-16;7;17026;4784;0;1902;2023-10-16 07:00:00;614,13
2023-10-16;8;19072;4605;198;1955;2023-10-16 08:00:00;631,79
2023-10-16;9;19367;4494;1098;2015;2023-10-16 09:00:00;663,05
2023-10-16;10;19249;4256;1948;2092;2023-10-16 10:00:00;662,14
2023-10-16;11;18601;3788;2745;2131;2023-10-16 11:00:00;538,21
2023-10-16;12;17843;3546;4225;2128;2023-10-16 12:00:00;491,42
2023-10-16;13;17661;3429;4653;2077;2023-10-16 13:00:00;471,23
2023-10-16;14;18529;3559;3645;2060;2023-10-16 14:00:00;461,41
2023-10-16;15;18247;3589;3210;2031;2023-10-16 15:00:00;494,71
2023-10-16;16;18511;3213;2563;1999;2023-10-16 16:00:00;557,03
2023-10-16;17;19084;2687;1467;1934;2023-10-16 17:00:00;647,23
2023-10-16;18;19487;2240;322;1920;2023-10-16 18:00:00;704,68
2023-10-16;19;20614;2097;0;2004;2023-10-16 19:00:00;789,73
2023-10-16;20;21040;2172;0;2084;2023-10-16 20:00:00;838,31
2023-10-16;21;20381;2157;0;1961;2023-10-16 21:00:00;751,8
2023-10-16;22;18693;2429;0;1763;2023-10-16 22:00:00;668,14
2023-10-16;23;17088;2505;0;1649;2023-10-16 23:00:00;618,61
2023-10-16;24;16101;2460;0;1634;2023-10-17 00:00:00;524,59
2023-10-17;1;15271;2217;0;1589;2023-10-17 01:00:00;533,94
2023-10-17;2;14749;2334;0;1495;2023-10-17 02:00:00;507,68
2023-10-17;3;14647;2162;0;1483;2023-10-17 03:00:00;507,28
2023-10-17;4;14669;2061;0;1487;2023-10-17 04:00:00;508,3
2023-10-17;5;14874;1932;0;1467;2023-10-17 05:00:00;501,35
2023-10-17;6;15633;1802;0;1546;2023-10-17 06:00:00;541,0
2023-10-17;7;18071;1824;0;1756;2023-10-17 07:00:00;684,26
2023-10-17;8;19637;1831;444;1941;2023-10-17 08:00:00;760,41
2023-10-17;9;19772;1746;2026;2021;2023-10-17 09:00:00;760,74
2023-10-17;10;18836;1075;3587;2068;2023-10-17 10:00:00;698,95
2023-10-17;11;17737;656;4910;2041;2023-10-17 11:00:00;594,95
2023-10-17;12;16452;1003;6635;2002;2023-10-17 12:00:00;507,37
2023-10-17;13;15460;1451;7898;1942;2023-10-17 13:00:00;492,69
2023-10-17;14;16323;1604;6386;1944;2023-10-17 14:00:00;488,21
2023-10-17;15;17412;1543;3897;1923;2023-10-17 15:00:00;496,68
2023-10-17;16;17976;1425;2779;1869;2023-10-17 16:00:00;537,87
2023-10-17;17;18783;1322;1574;1855;2023-10-17 17:00:00;640,18
2023-10-17;18;19859;1341;244;1907;2023-10-17 18:00:00;742,95
2023-10-17;19;21122;1718;0;2002;2023-10-17 19:00:00;807,76
2023-10-17;20;21346;2293;0;2009;2023-10-17 20:00:00;803,61
2023-10-17;21;20707;2829;0;1899;2023-10-17 21:00:00;723,7
2023-10-17;22;19247;3244;0;1766;2023-10-17 22:00:00;615,87
2023-10-17;23;17596;3380;0;1714;2023-10-17 23:00:00;547,78
2023-10-17;24;16486;3136;0;1621;2023-10-18 00:00:00;473,28
2023-10-18;1;15355;3345;0;1569;2023-10-18 01:00:00;434,23
2023-10-18;2;15042;3527;0;1570;2023-10-18 02:00:00;437,39
2023-10-18;3;14951;3471;0;1568;2023-10-18 03:00:00;410,13
2023-10-18;4;15072;3578;0;1579;2023-10-18 04:00:00;405,36
2023-10-18;5;15417;3614;0;1588;2023-10-18 05:00:00;423,17
2023-10-18;6;16085;3508;0;1669;2023-10-18 06:00:00;425,76
2023-10-18;7;18593;3332;0;1889;2023-10-18 07:00:00;534,19
2023-10-18;8;19976;3119;434;2012;2023-10-18 08:00:00;629,41
2023-10-18;9;19879;2925;2226;2082;2023-10-18 09:00:00;594,47
2023-10-18;10;18872;2079;4080;2120;2023-10-18 10:00:00;518,22
2023-10-18;11;17230;1640;5699;2100;2023-10-18 11:00:00;410,98
2023-10-18;12;16846;1771;7161;2080;2023-10-18 12:00:00;368,69
2023-10-18;13;16927;1741;6996;2111;2023-10-18 13:00:00;378,69
2023-10-18;14;17176;1569;6512;2086;2023-10-18 14:00:00;386,04
2023-10-18;15;16923;1354;5855;1978;2023-10-18 15:00:00;422,39
2023-10-18;16;16815;978;4916;1893;2023-10-18 16:00:00;463,09
2023-10-18;17;18039;808;2653;1875;2023-10-18 17:00:00;579,04
2023-10-18;18;19796;800;348;1898;2023-10-18 18:00:00;690,04
2023-10-18;19;20936;984;0;1945;2023-10-18 19:00:00;725,14
2023-10-18;20;21318;1175;0;1958;2023-10-18 20:00:00;725,41
2023-10-18;21;20703;1245;0;1891;2023-10-18 21:00:00;705,06
2023-10-18;22;19228;1377;0;1753;2023-10-18 22:00:00;584,2
2023-10-18;23;17599;1522;0;1627;2023-10-18 23:00:00;496,25
2023-10-18;24;16387;1918;0;1534;2023-10-19 00:00:00;397,64
2023-10-19;1;15441;2412;0;1490;2023-10-19 01:00:00;399,92
2023-10-19;2;15158;2637;0;1526;2023-10-19 02:00:00;401,55
2023-10-19;3;15091;2857;0;1523;2023-10-19 03:00:00;380,46
2023-10-19;4;15273;3039;0;1541;2023-10-19 04:00:00;374,74
2023-10-19;5;15547;3316;0;1570;2023-10-19 05:00:00;380,59
2023-10-19;6;16186;3567;0;1596;2023-10-19 06:00:00;417,29
2023-10-19;7;18348;3813;0;1807;2023-10-19 07:00:00;509,89
2023-10-19;8;19789;4001;159;1977;2023-10-19 08:00:00;583,74
2023-10-19;9;20434;3974;859;2047;2023-10-19 09:00:00;601,47
2023-10-19;10;20018;3303;1670;2050;2023-10-19 10:00:00;560,98
2023-10-19;11;19450;2837;2095;2057;2023-10-19 11:00:00;498,21
2023-10-19;12;19605;2755;2375;2113;2023-10-19 12:00:00;476,39
2023-10-19;13;19743;2744;2156;2091;2023-10-19 13:00:00;460,84
2023-10-19;14;19939;2827;1633;2034;2023-10-19 14:00:00;468,07
2023-10-19;15;19777;2979;1259;2037;2023-10-19 15:00:00;489,3
2023-10-19;16;20206;3305;723;2031;2023-10-19 16:00:00;511,41
2023-10-19;17;20313;3642;299;2017;2023-10-19 17:00:00;539,37
2023-10-19;18;20506;4232;19;2006;2023-10-19 18:00:00;583,25
2023-10-19;19;21454;4138;0;2091;2023-10-19 19:00:00;605,16
2023-10-19;20;21697;4066;0;2057;2023-10-19 20:00:00;577,65
2023-10-19;21;20929;4037;0;2002;2023-10-19 21:00:00;507,36
2023-10-19;22;19396;4109;0;1911;2023-10-19 22:00:00;393,35
2023-10-19;23;17765;4245;0;1747;2023-10-19 23:00:00;426,19
2023-10-19;24;16335;4037;0;1702;2023-10-20 00:00:00;340,98
2023-10-20;1;15186;3893;0;1565;2023-10-20 01:00:00;354,77
2023-10-20;2;14783;3888;0;1523;2023-10-20 02:00:00;313,88
2023-10-20;3;15115;3920;0;1520;2023-10-20 03:00:00;302,68
2023-10-20;4;15217;4257;0;1529;2023-10-20 04:00:00;297,73
2023-10-20;5;15594;4696;0;1565;2023-10-20 05:00:00;309,12
2023-10-20;6;16302;4366;0;1644;2023-10-20 06:00:00;359,05
2023-10-20;7;18368;4700;0;1842;2023-10-20 07:00:00;432,13
2023-10-20;8;19778;5195;32;1964;2023-10-20 08:00:00;464,05
2023-10-20;9;20430;5195;318;2040;2023-10-20 09:00:00;471,47
2023-10-20;10;20426;5333;841;2113;2023-10-20 10:00:00;447,91
2023-10-20;11;20233;5519;1250;2180;2023-10-20 11:00:00;433,01
2023-10-20;12;20828;5790;1129;2243;2023-10-20 12:00:00;430,07
2023-10-20;13;20952;5625;1157;2217;2023-10-20 13:00:00;419,29
2023-10-20;14;21019;5764;1000;2123;2023-10-20 14:00:00;383,92
2023-10-20;15;20758;6088;730;2085;2023-10-20 15:00:00;402,52
2023-10-20;16;20480;6464;473;2091;2023-10-20 16:00:00;405,69
2023-10-20;17;20398;6772;231;2082;2023-10-20 17:00:00;417,52
2023-10-20;18;20818;6897;22;2109;2023-10-20 18:00:00;423,79
2023-10-20;19;21757;6996;0;2181;2023-10-20 19:00:00;430,46
2023-10-20;20;21793;6853;0;2173;2023-10-20 20:00:00;435,72
2023-10-20;21;21003;6769;0;2090;2023-10-20 21:00:00;408,66
2023-10-20;22;19447;6632;0;1959;2023-10-20 22:00:00;359,24
2023-10-20;23;17489;6479;0;1776;2023-10-20 23:00:00;317,66
2023-10-20;24;16094;6050;0;1720;2023-10-21 00:00:00;235,06
2023-10-21;1;15105;5473;0;1566;2023-10-21 01:00:00;208,22
2023-10-21;2;14846;4886;0;1482;2023-10-21 02:00:00;196,85
2023-10-21;3;14387;4445;0;1436;2023-10-21 03:00:00;173,98
2023-10-21;4;14401;4106;0;1446;2023-10-21 04:00:00;185,71
2023-10-21;5;14294;3731;0;1438;2023-10-21 05:00:00;200,0
2023-10-21;6;14515;3295;0;1463;2023-10-21 06:00:00;228,44
2023-10-21;7;15119;2906;0;1529;2023-10-21 07:00:00;308,67
2023-10-21;8;15411;2570;125;1531;2023-10-21 08:00:00;421,78
2023-10-21;9;16263;2347;968;1626;2023-10-21 09:00:00;424,95
2023-10-21;10;17236;2096;1283;1802;2023-10-21 10:00:00;431,22
2023-10-21;11;17012;1766;1866;1803;2023-10-21 11:00:00;421,98
2023-10-21;12;16959;1581;2686;1848;2023-10-21 12:00:00;381,64
2023-10-21;13;16911;1358;3050;1841;2023-10-21 13:00:00;352,61
2023-10-21;14;16304;1239;3475;1795;2023-10-21 14:00:00;381,91
2023-10-21;15;16012;1127;3737;1769;2023-10-21 15:00:00;430,95
2023-10-21;16;15607;998;3174;1670;2023-10-21 16:00:00;443,18
2023-10-21;17;16310;954;1714;1609;2023-10-21 17:00:00;465,55
2023-10-21;18;17285;1036;223;1586;2023-10-21 18:00:00;526,94
2023-10-21;19;18137;1249;0;1742;2023-10-21 19:00:00;574,49
2023-10-21;20;18178;1352;0;1714;2023-10-21 20:00:00;556,06
2023-10-21;21;17585;1225;0;1609;2023-10-21 21:00:00;517,7
2023-10-21;22;16535;1452;0;1533;2023-10-21 22:00:00;462,81
2023-10-21;23;15290;1592;0;1420;2023-10-21 23:00:00;432,64
2023-10-21;24;14307;1228;0;1357;2023-10-22 00:00:00;425,04
2023-10-22;1;13548;1198;0;1254;2023-10-22 01:00:00;426,33
2023-10-22;2;12577;1378;0;1232;2023-10-22 02:00:00;426,27
2023-10-22;3;12541;1228;0;1281;2023-10-22 03:00:00;433,91
2023-10-22;4;12597;1214;0;1285;2023-10-22 04:00:00;433,97
2023-10-22;5;12810;1067;0;1307;2023-10-22 05:00:00;434,04
2023-10-22;6;12852;976;0;1312;2023-10-22 06:00:00;436,82
2023-10-22;7;13145;1233;0;1348;2023-10-22 07:00:00;442,45
2023-10-22;8;13845;1280;39;1346;2023-10-22 08:00:00;431,21
2023-10-22;9;14198;1276;285;1375;2023-10-22 09:00:00;426,36
2023-10-22;10;14927;1307;639;1415;2023-10-22 10:00:00;413,3
2023-10-22;11;15589;1276;1006;1483;2023-10-22 11:00:00;399,74
2023-10-22;12;15529;1135;1278;1475;2023-10-22 12:00:00;324,43
2023-10-22;13;15124;1037;1505;1446;2023-10-22 13:00:00;335,68
2023-10-22;14;15303;1110;1359;1458;2023-10-22 14:00:00;334,76
2023-10-22;15;15421;1267;1033;1451;2023-10-22 15:00:00;335,15
2023-10-22;16;15487;1438;731;1464;2023-10-22 16:00:00;343,61
2023-10-22;17;15559;1576;347;1471;2023-10-22 17:00:00;410,88
2023-10-22;18;15979;1773;35;1660;2023-10-22 18:00:00;474,92
2023-10-22;19;16625;1954;0;1739;2023-10-22 19:00:00;552,89
2023-10-22;20;16955;2352;0;1795;2023-10-22 20:00:00;572,33
2023-10-22;21;16647;2558;0;1748;2023-10-22 21:00:00;552,14
2023-10-22;22;15850;2707;0;1669;2023-10-22 22:00:00;506,07
2023-10-22;23;15037;2825;0;1673;2023-10-22 23:00:00;461,94
2023-10-22;24;14277;2790;0;1570;2023-10-23 00:00:00;438,48
2023-10-23;1;13813;2486;0;1558;2023-10-23 01:00:00;413,89
2023-10-23;2;13554;2400;0;1604;2023-10-23 02:00:00;424,95
2023-10-23;3;13414;2224;0;1622;2023-10-23 03:00:00;430,15
2023-10-23;4;13567;2043;0;1606;2023-10-23 04:00:00;425,96
2023-10-23;5;13909;1737;0;1626;2023-10-23 05:00:00;435,54
2023-10-23;6;14963;1681;0;1689;2023-10-23 06:00:00;463,25
2023-10-23;7;17006;1700;0;1792;2023-10-23 07:00:00;638,2
2023-10-23;8;19243;2016;171;1946;2023-10-23 08:00:00;706,27
2023-10-23;9;19632;1860;1298;2029;2023-10-23 09:00:00;720,29
2023-10-23;10;19261;1470;2298;2026;2023-10-23 10:00:00;690,15
2023-10-23;11;18243;552;3489;2026;2023-10-23 11:00:00;609,43
2023-10-23;12;17674;620;4985;2067;2023-10-23 12:00:00;527,99
2023-10-23;13;17258;875;6219;2099;2023-10-23 13:00:00;497,63
2023-10-23;14;17675;967;5464;2113;2023-10-23 14:00:00;487,89
2023-10-23;15;17867;888;4466;2081;2023-10-23 15:00:00;509,39
2023-10-23;16;18421;727;3360;2032;2023-10-23 16:00:00;572,63
2023-10-23;17;19223;528;1752;1983;2023-10-23 17:00:00;662,79
2023-10-23;18;20322;398;188;2000;2023-10-23 18:00:00;767,91
2023-10-23;19;21106;416;0;2063;2023-10-23 19:00:00;833,98
2023-10-23;20;21128;380;0;2066;2023-10-23 20:00:00;834,97
2023-10-23;21;20476;380;0;1944;2023-10-23 21:00:00;756,31
2023-10-23;22;18986;344;0;1830;2023-10-23 22:00:00;630,54
2023-10-23;23;17404;368;0;1693;2023-10-23 23:00:00;558,97
2023-10-23;24;16277;449;0;1607;2023-10-24 00:00:00;473,27
2023-10-24;1;15523;514;0;1535;2023-10-24 01:00:00;473,97
2023-10-24;2;15115;544;0;1478;2023-10-24 02:00:00;470,93
2023-10-24;3;15132;594;0;1514;2023-10-24 03:00:00;455,3
2023-10-24;4;15255;726;0;1545;2023-10-24 04:00:00;455,3
2023-10-24;5;15605;913;0;1551;2023-10-24 05:00:00;450,88
2023-10-24;6;16254;1116;0;1614;2023-10-24 06:00:00;470,89
2023-10-24;7;18156;1303;0;1842;2023-10-24 07:00:00;643,8
2023-10-24;8;19758;1554;160;1984;2023-10-24 08:00:00;704,33
2023-10-24;9;20014;1858;1099;2008;2023-10-24 09:00:00;690,52
2023-10-24;10;19128;2170;2346;2007;2023-10-24 10:00:00;641,38
2023-10-24;11;18180;1725;3661;2052;2023-10-24 11:00:00;571,19
2023-10-24;12;17332;1380;5269;2075;2023-10-24 12:00:00;547,43
2023-10-24;13;16690;1296;6388;2088;2023-10-24 13:00:00;522,7
2023-10-24;14;17476;1430;4918;2038;2023-10-24 14:00:00;515,6
2023-10-24;15;18002;1540;3689;2033;2023-10-24 15:00:00;518,04
2023-10-24;16;19270;1733;2111;2042;2023-10-24 16:00:00;601,17
2023-10-24;17;20272;2062;600;2033;2023-10-24 17:00:00;647,32
2023-10-24;18;20331;2948;30;1986;2023-10-24 18:00:00;698,61
2023-10-24;19;21168;3835;0;2084;2023-10-24 19:00:00;709,67
2023-10-24;20;21293;4129;0;2095;2023-10-24 20:00:00;691,52
2023-10-24;21;20578;4190;0;1982;2023-10-24 21:00:00;638,93
2023-10-24;22;19133;4147;0;1896;2023-10-24 22:00:00;543,93
2023-10-24;23;17651;3935;0;1764;2023-10-24 23:00:00;506,95
2023-10-24;24;16855;3669;0;1707;2023-10-25 00:00:00;459,59
